species,k,sim,smoother,log_likelihood,num_train_states,num_test_states
bird1,0,29,0.1,-1.936165055737203,1,1
bird1,1,29,0.001,-0.7237377188623798,9,8
bird1,1,29,0.01,-0.7234833435057754,9,8
bird1,1,29,0.1,-0.7232509598374836,9,8
bird1,2,29,0.001,-0.7047233910495722,72,35
bird1,2,29,0.01,-0.7030966423935164,72,35
bird1,2,29,0.1,-0.7017100889165172,72,35
bird1,3,29,0.001,-0.6898643836117992,576,82
bird1,3,29,0.01,-0.6867867338592071,576,82
bird1,3,29,0.1,-0.6845574945567601,576,82
bird1,4,29,0.001,-0.7083898886902698,4608,149
bird1,4,29,0.01,-0.7019466287261034,4608,149
bird1,4,29,0.1,-0.6973942431763347,4608,149
bird1,5,29,0.001,-0.7291698749153687,36864,228
bird1,5,29,0.01,-0.7220915430589212,36864,228
bird1,5,29,0.1,-0.7178550227128991,36864,228
bird1,0,30,0.001,-1.9315151924903142,1,1
bird1,0,30,0.01,-1.931515202155411,1,1
bird1,0,30,0.1,-1.9315152989386903,1,1
bird1,1,30,0.001,-0.7318520105402546,9,8
bird1,1,30,0.01,-0.7314751934055851,9,8
